id,type,question,options,correctAnswer,explanation
186,single_choice,"Why is it important to leverage legacy media like print, television, and radio, rather than just digital media?","It is easier to disseminate a message through legacy media channels|Legacy media channels are more effective at broadcasting a message|Digital media platforms are seen as less respectable or trustworthy|Not everyone has access to digital media platforms","3","Truyền thông truyền thống (legacy media như TV, radio, báo in) vẫn quan trọng vì không phải ai cũng có quyền truy cập vào các nền tảng kỹ thuật số ('Not everyone has access...')."
187,single_choice,"Which of the following is a useful strategy when communicating the truth about a crisis becomes difficult?","Put all of the information out there at once|Tell some truths, but withhold others|Provide information gradually, over multiple communications|Promise to provide information at a later date","0","Khi việc nói ra sự thật gặp khó khăn/tồi tệ, chiến lược tốt nhất là công bố toàn bộ thông tin cùng một lúc ('Put all of the information out there at once') để tránh khủng hoảng kéo dài do bị rò rỉ từ từ."
188,single_choice,"How can sentiment analysis be useful in social media communication?","It can classify customers as loyal or disloyal, helping you target customers differently in your communications.|It can determine how to construct a message that influences users to be more positive about the organization or technology.|It can shape the content and delivery of the message based on users' perceptions of the organization or technology.|It can determine which users have the largest influence on your reputation, and therefore which users you should communicate with.","2","Phân tích cảm xúc (Sentiment analysis) giúp tổ chức định hình lại nội dung và cách truyền tải thông điệp ('shape the content and delivery') sao cho phù hợp với nhận thức/cảm nhận hiện tại của người dùng."
189,single_choice,"Which of the following describes ethics washing?","No attempt is made towards genuine ethical action.|Genuine ethical action gets replaced by superficial promises.|Genuine ethical action is used to wash over previous mistakes.|Superficial promises are replaced by genuine ethical action.","1","Tẩy trắng đạo đức ('ethics washing') là hành vi đưa ra các lời hứa hẹn sáo rỗng/bề ngoài ('superficial promises') để thay thế cho những hành động đạo đức thực sự ('Genuine ethical action')."
190,single_choice,"Is an open door policy equivalent to ensuring employee voice?","No, because an open door policy does not ensure employees feel heard.|Yes, because both allow employees to speak up.|No, because an open door policy is the opposite of employee voice.|Yes, because an open door policy is essential for employee voice.","0","Chính sách mở cửa ('open door policy') chưa đủ để đảm bảo tiếng nói của nhân viên, vì nó chỉ cho phép họ nói nhưng không đảm bảo họ cảm thấy được lắng nghe thực sự ('does not ensure employees feel heard')."
191,single_choice,"Which of the following might be a risk of not having an ethical organizational culture?","Employees might face cognitive dissonance.|Employees will experience a faster approval process to get a product launched.|Employees might be less interested in their careers.|Employees are more likely to express their opinions about the company.","0","Thiếu văn hóa đạo đức có thể khiến nhân viên rơi vào trạng thái bất hòa nhận thức ('cognitive dissonance') - tức là mâu thuẫn giữa niềm tin đạo đức cá nhân và những gì tổ chức yêu cầu họ làm."
192,single_choice,"Which expression best characterizes what a company or organizational culture is?","""This is how things are done around here.""|""This is how we want this done.""|""It is what it is.""|""This is what we're told to do.""","0","Văn hóa công ty thường được định nghĩa một cách dân dã là 'Đây là cách mọi thứ được vận hành ở đây' ('This is how things are done around here')."
193,single_choice,"Which of the following describes change management?","A collective term used to explain how organizations facilitate change in a product after receiving negative feedback.|A collective term used to describe how employees are able to voice their concerns to facilitate change in their organization.|A collective term for all approaches to prepare, support, and help individuals, teams, and organizations in making organizational change.|A collective term for all approaches to prepare, support, and help individuals, teams, and organizations in fostering an ethical organizational culture.","2","Quản lý sự thay đổi ('Change management') là thuật ngữ chung chỉ các phương pháp chuẩn bị, hỗ trợ con người và tổ chức trong quá trình thực hiện thay đổi nội bộ ('making organizational change')."
194,single_choice,"Which organizational resource is most commonly used in terms of fostering an ethical organizational culture?","Informational resources|Physical resources|Financial resources|Human resources","3","Nguồn nhân lực ('Human resources' - con người) là tài nguyên cốt lõi và phổ biến nhất được sử dụng để xây dựng và thúc đẩy văn hóa đạo đức trong tổ chức."
195,single_choice,"Which of the following describes the purpose of having an Ethics Board for a data-driven organization?","An Ethics Board can increase transparency into how the organization uses AI or autonomous technologies.|An Ethics Board can help maintain an organization's profit margins and increase transparency into how they increase their profits.|An Ethics Board can help maintain an organization's values-based intentions and decrease the inherent dangers of autonomous technologies.|An Ethics Board can help maintain an organization's values-based intentions and increase transparency into how they use data-driven technologies.","3","Hội đồng đạo đức (Ethics Board) giúp duy trì các ý định dựa trên giá trị cốt lõi ('values-based intentions') và tăng cường tính minh bạch ('increase transparency') trong việc sử dụng công nghệ dữ liệu."
196,single_choice,"Which of the following is a potential benefit of having an ethical organizational culture?","More employees are likely to switch careers.|Employees will feel a sense of responsibility and loyalty.|Employees are more likely to listen to their superiors.|The company will get an increase in stock value.","1","Văn hóa tổ chức có đạo đức giúp nhân viên cảm thấy gắn bó, có ý thức trách nhiệm và lòng trung thành cao hơn ('sense of responsibility and loyalty')."
197,single_choice,"Which of the following describes employee voice?","The amount of voluntary effort that employees are willing to spend to file complaints about conditions of the company or organization.|The amount of voluntary effort employees are willing to put into communicating suggestions, opinions, concerns, and ideas that can be used to make improvements.|The likelihood of employees voicing their concerns about the company because they want to improve company performance.|The amount of feedback that employees are willing to share with their fellow coworkers to boost company morale and efficiency.","1","Tiếng nói của nhân viên ('Employee voice') là sự nỗ lực tự nguyện ('voluntary effort') của họ trong việc đóng góp ý kiến, đề xuất và bày tỏ lo ngại để giúp tổ chức cải thiện."
198,single_choice,"What is the purpose of ethics training in regard to fostering an ethical organizational culture?","To help employees develop their ability to communicate in the workplace and identify actions and behaviors that can help boost company morale.|To help employees develop their ability to identify potential misconduct in the workplace and report those departments.|To help employees develop their ability to follow instructions and identify potential avenues to improve efficiency and output.|To help employees develop their ability to recognize and promote ethical decisions in the workplace and identify ethical and unethical actions and behaviors.","3","Đào tạo đạo đức ('ethics training') nhằm giúp nhân viên phát triển khả năng nhận diện ('recognize') các hành vi đạo đức/phi đạo đức và thúc đẩy việc ra quyết định đúng đắn nơi công sở."
199,single_choice,"Why is corporate governance important when thinking about ethical considerations for the development of data-driven technologies?","It binds the employees in a moral code that limits the kind of actions they can engage in.|It helps the organization showcase to its customers that it has ethical guidelines.|It helps the organization have a document to point towards in case an ethical violation occurs.|It provides an accountability framework for stakeholders of the organization to prevent ethical violations.","3","Quản trị doanh nghiệp ('corporate governance') đóng vai trò thiết lập khung trách nhiệm giải trình ('accountability framework') để ngăn chặn các vi phạm đạo đức ('prevent ethical violations')."
200,single_choice,"Which of the following would be the most beneficial stage to hold ethical risk reviews for a new project that your team is undertaking?","Conception|Development|Deployment|Design","0","Việc đánh giá rủi ro đạo đức mang lại hiệu quả cao nhất khi được thực hiện ngay từ giai đoạn lên ý tưởng/hình thành ban đầu ('Conception') trước khi bắt tay vào thiết kế và phát triển."
201,single_choice,"Which of the following is NOT a common consideration when looking at the major ethical frameworks?","Security|Privacy|Humanity|Transparency","2","Bảo mật (Security), Quyền riêng tư (Privacy) và Minh bạch (Transparency) là các nguyên tắc phổ biến nhất. 'Humanity' (Nhân tính) là khái niệm quá rộng và ít khi được quy định như một nguyên tắc kỹ thuật cụ thể."
202,single_choice,"Which of the following is an ethical benefit of incorporating fair competition considerations in a data-driven technology ecosystem?","Accelerating investments in research and development|Encouraging product or service differentiation|Lowering product and service costs for the users|Consolidating products and services under a single organization","1","Cạnh tranh công bằng mang lại lợi ích đạo đức bằng cách khuyến khích sự khác biệt hóa sản phẩm/dịch vụ ('Encouraging product or service differentiation'), ngăn chặn tình trạng độc quyền."
203,single_choice,"Which of the following principle sets are important for the creation of open data that is widely utilized?","FATE|ISO 27017|FAIR|27001","2","FAIR là bộ nguyên tắc cốt lõi cho dữ liệu mở, viết tắt của Findable (Dễ tìm), Accessible (Dễ truy cập), Interoperable (Có thể tương tác) và Reusable (Có thể tái sử dụng)."
204,single_choice,"Which of the following is a misuse of intellectual property (IP) when it comes to ethical accountability for an organization?","Enhancing the security posture of a product or service.|Filing a patent for the IP that makes non-obvious information known to the public.|Using IP as a defensive mechanism to eschew transparency requirements.|Collecting returns on investments made in research and development.","2","Lạm dụng Sở hữu trí tuệ (IP) là khi tổ chức dùng nó làm lá chắn/cơ chế phòng vệ ('defensive mechanism') để né tránh các yêu cầu về tính minh bạch ('eschew transparency requirements')."
205,multiple_choice,"Which of the following is an ethical risk if there is non-compliance with legal and regulatory requirements within a jurisdiction ? (Select two).","User discrimination|Reputational harm|Loss of profits|Lack of transparency","0|3","Không tuân thủ pháp luật/quy định tiềm ẩn các rủi ro đạo đức lớn như gây phân biệt đối xử với người dùng ('User discrimination') và thiếu tính minh bạch ('Lack of transparency')."
206,single_choice,"Which of the following best explains why there is an emphasis on including human rights in the major ethical frameworks?","They help to satisfy legal and regulatory requirements and make the product compliant in the local jurisdiction.|They help to provide an anthropocentric frame for the ethical considerations.|They allow an organization to deliver its products and services in a larger market.|They are universal and provide scaffolding for all other ethical considerations.","3","Nhân quyền (Human rights) được đưa vào khung đạo đức vì chúng có tính phổ quát ('universal') và tạo nên bộ khung cơ sở ('provide scaffolding') vững chắc cho mọi cân nhắc đạo đức khác."
207,single_choice,"Why are environmental concerns important to consider in the ethical development of data-driven technologies?","Data-driven technologies directly impact living things via displacement.|Data-driven technologies can cause secondary, indirect, or cumulative effects on the environment that might impact people in the long term.|Data-driven technologies directly impact the environment through pollution.|Data-driven technologies directly impact the environment through the invasive mining of resources to create the technologies.","1","Công nghệ dữ liệu tốn rất nhiều năng lượng, gây ra các tác động thứ cấp, gián tiếp hoặc tích lũy ('secondary, indirect, or cumulative effects') lên môi trường và ảnh hưởng lâu dài đến con người."
208,single_choice,"Which of the following presents the most important argument for why we need to consider the impact of AI on labor in the design, development, and deployment of data-driven technology?","There might be potential labor rights and human rights violations.|There is still a need for human workers in human-in-the-loop mechanisms.|The organization would like to avoid having to deal with union concerns.|There may be an impact on worker productivity if they are not included in all phases.","0","Tác động của AI lên lao động là vấn đề sống còn vì việc tự động hóa có thể dẫn đến các vi phạm tiềm ẩn về quyền lao động và nhân quyền ('labor rights and human rights violations') của công nhân."
209,single_choice,"To which of the following groups would a code of ethics not be applicable?","Designers of the data-driven technology system|Business managers of the data-driven technology system|Developers of the data-driven technology system|Data subjects of the data-driven technology system","3","Bộ quy tắc đạo đức (code of ethics) áp dụng cho người thiết kế, quản lý và phát triển hệ thống. Nó không áp dụng cho 'Data subjects' (chủ thể dữ liệu/người dùng) vì họ là người tiếp nhận/được bảo vệ."
210,single_choice,"Which of the following constitute internal stakeholders in the context of a code of ethics?","Data subjects|Regulators|Designers|Policymakers","2","Người thiết kế ('Designers') là những nhân sự nội bộ trực tiếp tham gia xây dựng hệ thống, do đó họ là các bên liên quan nội bộ ('internal stakeholders')."
211,single_choice,"Which of the following constitute external stakeholders in the context of a code of ethics?","Designers|Regulators|Developers|Business managers","1","Cơ quan quản lý/nhà lập pháp ('Regulators') là các bên nằm ngoài tổ chức nhưng có ảnh hưởng hoặc bị ảnh hưởng, do đó là bên liên quan bên ngoài ('external stakeholders')."
212,multiple_choice,"How can you identify potential areas of concern for ethical practices when developing a code of ethics? (Select three).","Rely on the requirements of government regulations.|Rely on your own personal experiences.|Obtain feedback from stakeholder focus groups.|Identify prior issues with your product or service.|Research similar organization's ethical mistakes and concerns.","2|3|4","Để xác định đúng rủi ro đạo đức, cần lấy ý kiến nhóm tập trung ('focus groups'), xem lại các lỗi trước đây của mình ('prior issues') và học từ sai lầm của đối thủ ('similar organization\'s... mistakes')."
213,multiple_choice,"Which of the following are possible causes of the limited adoption of a code of ethics within an organization? (Select two).","Lack of awareness of the code of ethics and where it is meant to be applied|Lack of clarity in the code of ethics|Prescriptive language used in the code of ethics|Comprehensive coverage of areas of concerns by the code of ethics","0|1","Bộ quy tắc đạo đức thường bị bỏ xó nếu nhân viên không biết đến nó, không biết áp dụng ở đâu ('Lack of awareness') hoặc do nội dung của nó quá mơ hồ ('Lack of clarity')."
214,multiple_choice,"Which style or tone is recommended for a code of ethics? (Select two.)","Prescriptive language|Plain language|Legal language|Subjective language","0|1","Ngôn ngữ của bộ quy tắc cần phải sử dụng ngôn từ đơn giản, dễ hiểu ('Plain language') và mang tính hướng dẫn/quy định rõ ràng về hành vi ('Prescriptive language')."
215,single_choice,"Which of the following is a problematic reason to pilot a code of ethics prior to widespread deployment?","The pilot phase helps to identify gaps in the current code of ethics.|The pilot phase helps to stress test a code of ethics in a real-world situation.|The pilot phase helps to develop awareness and buy-in from the relevant stakeholders in the organization.|The pilot phase demonstrates the seriousness of the organization with respect to its ethical responsibilities.","3","Thử nghiệm thí điểm (pilot) nhằm tìm ra lỗ hổng và kiểm tra tính thực tế. Việc dùng pilot chỉ để 'làm màu' hoặc chứng tỏ sự nghiêm túc ('demonstrates the seriousness') là một động cơ có vấn đề/sai lệch."
216,single_choice,"Which of the following is a reason to periodically update a code of ethics document?","It is a fiduciary and regulatory responsibility for the organization to do so.|It allows you to capture the evolving nature of the ethical risks of the product or service that you are developing.|It reinforces the presence of the code of ethics in the minds of the employees.|It signals that you care about ethics to internal and external stakeholders.","1","Cần cập nhật định kỳ vì rủi ro đạo đức của sản phẩm công nghệ luôn thay đổi và phát triển không ngừng ('evolving nature of the ethical risks')."
217,single_choice,"Which of the following will ensure that a code of ethics is widely adopted within the organization?","Integrating the code of ethics deeply into the existing workflows within the organization.|Writing the code in legal language to ensure that it is compliant with the laws of the land.|Including the code of ethics in the legal documents signed by the employees.|Making a public announcement with the creators of the code of ethics.","0","Để bộ quy tắc được áp dụng rộng rãi, nó phải được tích hợp sâu vào quy trình làm việc thực tế ('Integrating... deeply into the existing workflows') thay vì chỉ nằm trên giấy."
218,multiple_choice,"Which of the following are reasons to design, develop, and deploy a code of ethics within an organization? (Select two).","It compels employees to operate in an ethical and integral manner.|It prevents regulatory scrutiny of the organization's practices.|It lets external stakeholders know that you are an ethical company.|It creates consistency in the ethical practices across the organization, rather than patchy implementation of the practices.","0|3","Mục đích của bộ quy tắc là thúc đẩy nhân viên hành xử đạo đức ('operate in an ethical... manner') và tạo ra sự nhất quán trong toàn tổ chức ('creates consistency'), tránh việc áp dụng chắp vá."
219,single_choice,"Which of the following helps to ensure that internal and external ethics policies are adhered to in practice?","Having unambiguous procedures tied to the clauses of the policy.|Developing procedures first and then creating policies that reflect those procedures.|Ensuring the policies have ample room for flexibility in implementation.|Including detailed legalese in the policy that mirrors regulatory requirements.","0","Để chính sách thực sự đi vào thực tiễn, cần có các quy trình hành động rõ ràng, không mơ hồ ('unambiguous procedures') gắn liền trực tiếp với từng điều khoản chính sách."
220,single_choice,"Which of the following is an important reason to have a policy owner for internal and external ethics policies ?","The policy owner will write the policy, relying solely on their personal institutional knowledge.|They can help to prevent changes from taking place in the policies over time by justifying their choices.|They can help to bring the right internal and external stakeholders together to help draft these ethics policies.|It helps to have a single person that can be held accountable in case something goes wrong.","2","Chủ sở hữu chính sách ('policy owner') có vai trò điều phối, kết nối đúng các bên liên quan nội bộ và bên ngoài ('bring the right... stakeholders together') để cùng thảo luận và dự thảo chính sách."
221,single_choice,"Which of the following is a reason to engage in a comprehensive information gathering phase before drafting your internal and external ethics policies?","It saves you effort if you just copy the existing ethics policies from other organizations.|It helps to collect reaffirming evidence for your own ethical beliefs.|It helps to unearth best practices from peers in the industry.|It provides examples of possible ethical pitfalls that the organization should avoid.","2","Việc thu thập thông tin toàn diện trước khi soạn thảo chính sách giúp tổ chức khai quật và học hỏi các thực tiễn tốt nhất ('unearth best practices') từ các công ty cùng ngành ('peers in the industry')."
222,single_choice,"Which of the following is a reason to engage external stakeholders during the development of internal and external ethics policies ?","It can be used as an opportunity to demonstrate your ethical standpoints with both internal and external stakeholders.|It acts as a shielding mechanism for accountability in case an ethical violation occurs in the future.|It helps to reinforce the cultural and contextual values of the employees by getting external validation.|It can unearth new insights for how the products and services might be used in the target demographic community.","3","Các bên liên quan bên ngoài (như cộng đồng, khách hàng) cung cấp những góc nhìn/hiểu biết mới ('new insights') về cách sản phẩm thực sự được sử dụng trong cộng đồng mục tiêu của họ."
223,single_choice,"Which of the following is an important action needed for the finalization of internal and external ethics policies before approval?","Discarding open issues to provide a clean slate for the next iteration of the policies|Ensuring the policies are the same as those from other peer organizations|Documenting the assumptions and choices made in the drafting of the policies|Testing the policy in an already deployed project setting","2","Trước khi phê duyệt, phải ghi lại toàn bộ các giả định và lựa chọn ('Documenting the assumptions and choices') đã được đưa ra trong quá trình dự thảo, để làm cơ sở giải trình sau này."
224,single_choice,"Which of the following is an essential asset that helps to operationalize the internal and external ethics policies via procedures?","A detailed report that presents the various scenarios using technical jargon.|Concrete examples that show how the policies work in practice.|A designated ethics lead who is solely responsible for the implementation of said procedures.|A description of the procedures in the annual report of the organization.","1","Tài sản thiết yếu nhất để đưa chính sách vào vận hành là các ví dụ cụ thể ('Concrete examples') minh họa rõ ràng cách thức các chính sách đó hoạt động trong thực tế."
225,single_choice,"Which of the following is a key element of communications with internal and external stakeholders regarding an organization's ethics policies?","Simple to follow examples|Flexible verbiage|Daily communications|Dense procedural descriptions","0","Khi truyền thông về chính sách đạo đức, yếu tố then chốt là sử dụng các ví dụ đơn giản, dễ theo dõi ('Simple to follow examples') để mọi người dễ dàng tiếp thu."
226,single_choice,"Which of the following is an important reason for continually refreshing an organization's internal and external ethics policies?","It helps internal stakeholders justify the release of new product features or service upgrades.|It helps maintain alignment of the policies with the cultural and contextual values of the organization's employees.|It helps demonstrate to senior management that work is being done on the internal and external ethics policies.|It helps maintain alignment with the emergent risks and changing ethical posture of the products and services of the organization.","3","Cần liên tục làm mới chính sách để giữ chúng luôn bám sát ('maintain alignment') với những rủi ro mới nổi ('emergent risks') và sự thay đổi trong định hướng đạo đức của sản phẩm/dịch vụ."
227,single_choice,"Which of the following is a benefit of using focus groups over surveys?","They are an easier way to collect information from a target audience.|They are a more scalable option for the collection of information.|They allow for deeper engagement with the target demographic community.|They can provide more data through structured information gathering.","2","Nhóm tập trung (focus groups) ưu việt hơn khảo sát (surveys) ở chỗ nó cho phép tương tác sâu hơn ('deeper engagement') để khai thác tâm lý, thái độ của cộng đồng mục tiêu."
228,single_choice,"Which of the following is a valid reason for tracking the number and severity of an organization's ethical violations?","It can help provide transparency around the efforts to improve the policies.|It can replace the need for refreshing the internal and external ethics policies.|It can help provide qualitative information that can be used to improve the policies.|It can dissuade end users from scrutinizing the internal and external ethics policies.","0","Theo dõi các vi phạm đạo đức giúp tổ chức thể hiện sự minh bạch ('provide transparency') trong những nỗ lực nhận lỗi và cải thiện chính sách."
229,single_choice,"Based upon studies from conducted by accredited certification bodies and the Lumina Foundation, which of the following is true regarding professionals who hold industry validated certifications?","They are statistically shown to have greater intelligence than their peers without professional certifications.|They have greater potential to earn higher salaries than peers without professional certifications.|They demonstrate higher productivity than peers without professional certifications.|They are more likely to be employed by enterprise level organizations.","1","Theo thống kê, những người có chứng chỉ chuyên môn uy tín có tiềm năng đạt được mức lương cao hơn ('greater potential to earn higher salaries') so với những đồng nghiệp không có chứng chỉ."
230,single_choice,"When scheduling your exam on Pearson VUE, you will be asked to provide information about yourself. Which of the following do you need to be sure to do when entering this information?","Have your video camera on and set to the correct aspect ratio.|Set up a unique email to receive exam information from Pearson VUE.|Match the government-issued ID that you will use to verify your identity on the day of the exam.|Run the speed the test prior to entering your information.","2","Khi đăng ký thi trên Pearson VUE, thông tin cá nhân bắt buộc phải khớp chính xác với thẻ căn cước/giấy tờ tùy thân do chính phủ cấp ('Match the government-issued ID') dùng để xác minh vào ngày thi."
231,single_choice,"Which of the following is a noted difference between a certificate and a certification?","Certifications are granted upon completion of a course.|Certifications are issued by industry certification bodies.|Certifications cannot be revoked.|Certifications can be accredited.","1","Giấy chứng nhận hoàn thành khóa học (Certificate) thường do trường/đơn vị đào tạo cấp, còn Chứng chỉ nghề nghiệp (Certification) được cấp bởi các tổ chức chứng nhận chuyên ngành độc lập ('industry certification bodies')."
232,multiple_choice,"Which of thefollowing tools can be used to prepare for a certification exam?","The domain domains and objectives in the exam blueprint.|Instructor-led or self-paced courses in the exam domains.|Summative assessments in Coursera preparatory course.","0|1|2","Để ôn thi chứng chỉ, nên dùng Đề cương thi ('exam blueprint/domains'), Tham gia khóa học có hướng dẫn/tự học ('Instructor-led or self-paced courses') và Làm bài kiểm tra tổng kết ('Summative assessments')."
233,single_choice,"Which of the following are included in an exam blueprint?","How to schedule your exam|The length of the exam|Practice questions|Time and date of your exam","1","Đề cương bài thi (Exam blueprint) cung cấp cấu trúc, mục tiêu kiến thức và cả thời lượng làm bài ('The length of the exam') để thí sinh chuẩn bị."
234,single_choice,"Upon successful completion of your exam, which of the following actions can you take to share your certification with employers and peers?","Forward the email notification from Pearson VUE that you receive upon passing the exam to your employer.|Display your Coursera Professional Certificate on social platforms such as LinkedIn.|Share a screenshot from the end of the exam showing that you passed.|Post your Accredible-issued badge on social platforms such as LinkedIn.","3","Cách chuyên nghiệp nhất để chia sẻ chứng chỉ là đăng huy hiệu kỹ thuật số được xác thực (ví dụ qua nền tảng Accredible) lên mạng xã hội nghề nghiệp như LinkedIn."
235,single_choice,"You have scheduled your exam at a Pearson VUE test center. Which of the following should you do before you leave for your appointment at the test center?","Make sure you have your mobile phone to take photos of the exam room to provide to the proctor.|Verify that you have run the speed test on the computer that you plan to take the exam on.|Check that you have the government-issued ID that you used during registration.|Pack snacks and drinks to have during the exam.","2","Điều quan trọng nhất trước khi đi đến trung tâm khảo thí là kiểm tra lại xem đã mang đúng giấy tờ tùy thân hợp lệ ('government-issued ID') khớp với lúc đăng ký hay chưa."
236,single_choice,"Which of the following are included in the CertNexus Candidate Agreement?","Instructions on how to schedule your exam|Domains and objectives covered in the exam|Expectations of personal conduct such as cheating|List of subject matter experts that contributed to the job task analysis","2","Thỏa thuận thí sinh (Candidate Agreement) quy định rõ các tiêu chuẩn về hành vi cá nhân ('Expectations of personal conduct'), đặc biệt là các điều khoản cấm gian lận ('cheating')."
237,single_choice,"Reviewing the exam blueprint prior to scheduling your exam will allow candidates to do which of the following?","Practice the skills required to complete the tasks outlined in the objectives.|Consider whether you possess the knowledge, skills, and abilities required to successfully pass the exam.|Practice exam items that reflect the questions on the certification exam.|Consider whether you have the required degree or licensure to successfully pass the exam.","1","Xem trước đề cương (blueprint) giúp thí sinh tự đánh giá xem bản thân đã trang bị đủ Kiến thức, Kỹ năng và Khả năng (KSAs - 'knowledge, skills, and abilities') để vượt qua kỳ thi hay chưa."
238,single_choice,"Which of the following is an easy and accessible way to demonstrate your skills alongside your certification?","Post the link to your Accredible badge on global vendor-neutral blogs|Post a video on social media discussing the value of certifications|Post on social platforms about how proficient you are in the subject area|Post evidence of your accomplishments on your Accredible profile","3","Cách dễ tiếp cận nhất để chứng minh kỹ năng là đính kèm các bằng chứng cụ thể về thành tựu/dự án ('evidence of your accomplishments') trực tiếp trên hồ sơ kỹ thuật số (Accredible profile)."
239,single_choice,"Which technique helps improve algorithmic fairness?","Using larger datasets only|Bias testing and diverse training data|Increasing processing speed|Reducing system complexity","1","Đảm bảo công bằng thuật toán cần kiểm tra thiên kiến (bias testing) và sử dụng dữ liệu huấn luyện đa dạng."
240,single_choice,"Which element is essential for system accountability?","Complete automation|Clear responsibility assignment|Maximum data collection|Fastest processing speed","1","Trách nhiệm giải trình (accountability) cốt lõi là phải phân công rõ ràng ai/bộ phận nào chịu trách nhiệm (Clear responsibility assignment) cho các quyết định của hệ thống."
241,single_choice,"Which psychological reason contributes to automation bias?","Over-reliance on technology|Fear of technology|Lack of technical skills|Distrust in human judgment","0","Thiên kiến tự động hóa (automation bias) sinh ra do tâm lý quá phụ thuộc vào công nghệ (over-reliance), tin rằng máy móc luôn đúng hơn con người."
242,single_choice,"What is one outcome of not considering ethics in algorithm design?","Lower electricity bills|Enhanced system performance|Discriminatory or unsafe results|Better customer loyalty","2","Bỏ qua đạo đức khi thiết kế thuật toán sẽ dẫn đến các kết quả phân biệt đối xử (discriminatory) hoặc gây mất an toàn (unsafe)."
243,single_choice,"What is the primary motivating factor behind hacktivism?","The desire to make money.|The desire to serve an authority figure.|The desire to spread fear.|The desire for social change.","3","Hacktivism (Hacker hoạt động xã hội) được thúc đẩy chủ yếu bởi khao khát tạo ra sự thay đổi xã hội (social change) hoặc chính trị."
244,single_choice,"What is one risk of ignoring ethical concerns in Al design?","Reduced testing time|Improved speed of deployment|Public backlash and regulatory consequences|Higher profit margins","2","Bỏ qua rủi ro đạo đức sẽ dẫn đến làn sóng tẩy chay từ công chúng (public backlash) và các án phạt từ cơ quan quản lý."
245,single_choice,"The nature of a predictive model may reveal","the researchers behind it|the algorithm's bias|the data it is trained on|the ethics of the individual inputs","2","Bản chất của một mô hình dự đoán có thể tiết lộ ngược lại dữ liệu mà nó đã được dùng để huấn luyện."
246,single_choice,"Which of the following types of malware monitors a user's behavior without their knowledge or permission?","Virus|Spyware|Ransomware|Trojan horse","1","Spyware (Phần mềm gián điệp) là phần mềm độc hại chuyên theo dõi ngầm hành vi của người dùng mà không được phép."
247,single_choice,"What can be learned from a predictive model should not change if the excluded in the training set is either included or","dataset filter|biased dataset|model fairness score|individual's data","3","Khái niệm quyền riêng tư vi sai yêu cầu những gì học được từ mô hình không được thay đổi dù dữ liệu của một cá nhân (individual's data) có được đưa vào hay bị loại bỏ khỏi tập huấn luyện."
248,single_choice,"How do Al and other data-driven technologies use probability?","By determining the objective likelihood of some event happening|By estimating the likelihood of some event happening without input data|By providing a model of belief about the likelihood of some event happening|By guaranteeing that some event will occur with 100% likelihood","2","AI dùng xác suất để cung cấp một mô hình niềm tin (model of belief) về khả năng xảy ra của một sự kiện, chứ không đảm bảo 100% hay mang tính khách quan tuyệt đối."
249,single_choice,"Which of the following risk categories deals with stakeholder responsibility in creating and using data-driven technologies?","Explainability|Accountability|Transparency|Understandability","1","Trách nhiệm giải trình (Accountability) giải quyết vấn đề quy trách nhiệm cho các bên liên quan khi tạo ra và sử dụng công nghệ."
250,single_choice,"What is the long-term impact of ignoring ethical considerations in technology development?","Faster time to market|Loss of public trust and potential regulatory backlash|Higher profits|Simplified development processes","1","Về lâu dài, phớt lờ đạo đức làm mất niềm tin của công chúng (Loss of public trust) và dẫn đến các phản ứng cứng rắn từ pháp luật."
251,single_choice,"Why is it important to take a proactive approach to addressing liability issues?","The law often lags behind innovation.|The law is not always applied consistently.|The law is not always clear.|The law often difficult to understand.","0","Phải chủ động giải quyết rủi ro pháp lý vì luật pháp thường tụt hậu (lags behind) so với tốc độ đổi mới của công nghệ (innovation)."
252,single_choice,"Why is it important to take a proactive approach to addressing liability issues?","The law often lags behind innovation.|The law is not always applied consistently.|The law is not always clear.|The law often difficult to understand.","0","Phải chủ động giải quyết rủi ro pháp lý vì luật pháp thường tụt hậu (lags behind) so với tốc độ đổi mới của công nghệ (innovation)."
253,single_choice,"Which method can be implemented to effectively communicate with the media during an ethical crisis?","Provide regular updates to keep the media informed|Ignore media inquiries until the crisis resolves|Offer incentives for positive coverage|Release information only to major news networks","0","Cung cấp thông tin cập nhật thường xuyên (Provide regular updates) là cách hiệu quả nhất để giữ báo chí nắm bắt tình hình thay vì phớt lờ họ."
254,single_choice,"Why is stakeholder communication vital in managing ethical risk?","To improve company branding only|To ensure stakeholder expectations and values are understood|To avoid legal responsibilities|To control product pricing strategies","1","Giao tiếp giúp tổ chức thấu hiểu các kỳ vọng và giá trị (expectations and values) của các bên liên quan."
255,single_choice,"How can artificial intelligence facilitate feedback and monitoring processes in crisis communication strategies?","By automating sentiment analysis to gauge public opinion|By creating holding statements for immediate use|By replacing human oversight in communication strategies|By predicting future crises through historical data analysis","0","AI hỗ trợ quá trình giám sát bằng cách tự động hóa phân tích cảm xúc (automating sentiment analysis) để đánh giá dư luận."
256,single_choice,"How can effective communication mitigate ethical risks in Al and Data Science?","By ensuring transparency and understanding of ethical guidelines|By limiting access to Al technologies|By prioritizing speed over accuracy in data processing|By encouraging the concealment of ethical concerns","0","Giao tiếp hiệu quả giúp đảm bảo tính minh bạch (transparency) và làm rõ các hướng dẫn đạo đức."
