id,type,question,options,correctAnswer,explanation
173,single_choice,"INVEST says stories should be _________.","dependent|short|independent|visionary",2,"Chữ 'I' trong tiêu chuẩn INVEST đại diện cho Independent (Độc lập) — các User Story nên ít phụ thuộc lẫn nhau nhất có thể."
174,single_choice,"Select the correct statement regarding product backlog.","The product backlog is ordered by importance.|The stories at the bottom of the backlog are the most detailed.|Epic stories are automatically put first in the product backlog.|The product backlog is ordered by which stories follow the template.",0,"Product Backlog luôn được sắp xếp theo thứ tự mức độ quan trọng và giá trị kinh doanh (Business value) mang lại cho sản phẩm."
175,single_choice,"Select the correct statement regarding backlog refinement.","The product owner provides estimates and technical information.|Large, vague items are split into smaller stories and clarified.|The team sorts the product backlog in order of importance.|The goal is to put most of the stories in the icebox or reject them.",1,"Trong quá trình Backlog Refinement, các yêu cầu lớn và mơ hồ (Epics) sẽ được chia nhỏ thành các User Story chi tiết hơn và sẵn sàng cho Sprint."
176,single_choice,"Who has the key role at the backlog refinement meeting?","The product owner has the key role of refining the backlog.|The lead architect has the key role of technical assistance.|The development team has the key role of refining the backlog.|The scrum master has the key role of technical assistance.",0,"Product Owner giữ vai trò then chốt trong buổi Backlog Refinement nhằm làm rõ định hướng và làm mịn danh sách yêu cầu."
177,single_choice,"What is velocity in terms of sprint planning?","The speed at which every team should be able to work.|A measure of how quickly the team can plan a sprint.|Each team has a measure of how quickly they work, for comparison.|The number of story points a team can complete in a single sprint.",3,"Velocity (vận tốc) trong Scrum là tổng số lượng Story Points mà một nhóm phát triển có thể hoàn tất trọn vẹn trong một Sprint."
178,single_choice,"What is a valid reason for one developer to work on more than one story at a time?","To make progress if the developer is blocked|To move more stories to QA|To ship 50% of two things|To get more stories out of the backlog",0,"Lý do hợp lệ duy nhất để một Developer chuyển sang làm User Story khác khi đang dở dang là do công việc hiện tại bị nghẽn (blocked)."
179,single_choice,"What do development team members do daily?","They take as many stories as they can reasonably work on.|They take the story most suited to them.|They take the next highest priority story from the sprint backlog.|They take a story that is assigned to them.",2,"Mỗi ngày, thành viên nhóm phát triển sẽ chủ động nhận User Story có mức độ ưu tiên cao nhất tiếp theo trong Sprint Backlog."
180,single_choice,"What is the main purpose of the daily stand-up?","To give a project status for the product owner.|For the product owner to answer questions.|For the development team members to each briefly report on their work.|To catch up on topics that have been previously tabled.",2,"Mục đích cốt lõi của Daily Stand-up là để các thành viên trong nhóm phát triển trao đổi ngắn gọn với nhau về tiến độ và sự phối hợp công việc."
181,single_choice,"What are the three key questions each team member answers at the daily stand-up meeting?","What did I do yesterday? What will I do today? Am I blocked?|What help does the product owner need? The scrum master? The development team members?|How many stories do we have? How many can we do? What is blocking us?|What are the key tasks? What is causing blocks? How do we unblock?",0,"3 câu hỏi kinh điển trong Daily Stand-up là: Tôi đã làm gì hôm qua? Tôi sẽ làm gì hôm nay? Tôi có đang gặp khó khăn/trở ngại (block) gì không?"
182,single_choice,"How long is the stand-up meeting?","1 hour|1-2 hours|30 minutes|15 minutes",3,"Cuộc họp Daily Stand-up được giới hạn thời gian (timeboxed) tối đa trong vòng 15 phút."
183,single_choice,"What is a burndown chart?","A chart for measuring progress against a milestone|A measurement of story points completed vs. story points remaining for a sprint|A chart that helps forecast the team's ability to achieve the sprint goal.|All of the above.",3,"Burndown Chart là biểu đồ thể hiện số lượng Story Points còn lại so với mục tiêu theo thời gian, giúp dự báo khả năng hoàn thành Sprint/Milestone."
184,single_choice,"Which one of the following is done at a sprint review?","The team provides an overall status, with charts depicting progress.|The team self-critiques the features of implemented stories.|The team determines whether the stories are done.|The team gives a live demonstration of the features of implemented stories.",3,"Tại buổi Sprint Review, nhóm phát triển sẽ Demo trực tiếp (Live demonstration) các tính năng đã hoàn thành cho các bên liên quan xem."
185,single_choice,"Who is invited to the sprint review?","Development team, product owner|Development team, product owner, scrum master, stakeholders, customers|Development team, product owner, scrum master, stakeholders|Development team, product owner, scrum master",1,"Tất cả những ai liên quan đến dự án (Dev Team, PO, Scrum Master, Stakeholders, và Khách hàng) đều được mời tham dự Sprint Review."
186,single_choice,"What is the purpose of the sprint retrospective?","To reflect on the sprint, discuss areas for improvement, and maintain a healthy process|To give the product owner a chance to address problems with team behavior|To allow the scrum master to evaluate the team|To have team members measure the health of the team",0,"Mục đích của Sprint Retrospective là nhìn lại cả Sprint vừa qua, thảo luận các điểm cần cải tiến quy trình và nâng cao hiệu quả làm việc nhóm."
187,single_choice,"A measurement of story points completed vs. story points remaining for a sprint is measured using a _________ chart.","Kanban|Workflow|Burndown|Timeboxing",2,"Biểu đồ Burndown Chart đo lường mối tương quan giữa Story Points đã hoàn thành và Story Points còn lại trong một Sprint."
188,single_choice,"What is the difference between vanity metrics and actionable metrics?","Actionable metrics tell you what to do, while vanity metrics do not provide specific guidance.|Vanity metrics are measured against a baseline, while actionable metrics are just raw data.|Actionable metrics may sound good, but do not provide useful data; while vanity metrics tell you what to do.|Vanity metrics have larger numbers than actionable metrics.",0,"Actionable metrics (chỉ số hành động) giúp đưa ra quyết định cải tiến cụ thể, trong khi Vanity metrics (chỉ số ảo) trông đẹp mắt nhưng không có giá trị thực tiễn."
189,single_choice,"Which of these metrics measure how quickly you recover from failure?","Change failure rate|Release frequency|Mean time to recovery|Mean lead time",2,"MTTR (Mean Time To Recovery - Thời gian trung bình để khôi phục) đo lường tốc độ hệ thống khôi phục bình thường sau khi gặp sự cố."
190,single_choice,"Which of these metrics measure how often you deliver change?","Change failure rate|Release frequency|Mean lead time|Mean time to recovery",1,"Release Frequency (Tần suất phát hành) đo lường mức độ thường xuyên mà nhóm chuyển giao các thay đổi/tính năng mới đến tay người dùng."
191,single_choice,"When a sprint finishes, how do you handle unimplemented stories?","Move them to the top of the product backlog.|Modify them for the next sprint.|Move them into the next sprint.|Move them from sprint to sprint.",0,"Khi kết thúc Sprint, những câu chuyện chưa hoàn thành sẽ được đưa về vị trí ưu tiên hàng đầu của Product Backlog để xem xét làm mịn lại."
192,single_choice,"When a sprint finishes, how do you get ready for the next sprint?","Close the stories assigned to the current sprint.|Move the unimplemented stories to the product backlog.|Close the current sprint milestone.|All of the above.",3,"Khi kết thúc Sprint, quy trình chuẩn bị gồm: đóng các Story đã xong, đóng Milestone Sprint hiện tại, và chuyển các hạng mục dở dang về Product Backlog."
193,single_choice,"How does a developer choose stories from the sprint backlog?","You take the next highest priority story.|You take stories until you are blocked.|You take a story based on your preference.|You take one or two stories.",0,"Developer luôn chủ động nhận hạng mục công việc có mức độ ưu tiên cao nhất tiếp theo (highest priority story) trong Sprint Backlog."
194,single_choice,"How does the daily stand-up serve the team?","The team members can find out who is working on what.|The scrum master can find out the team's plans for the week.|The team members can find solutions to blocks.|The product owner can find out what team members are working on.",0,"Daily Stand-up giúp các thành viên trong nhóm nắm bắt được ai đang làm gì và phối hợp nhịp nhàng với nhau."
195,single_choice,"What does each team member discuss in the stand-up?","What stories are still in my backlog and when can I start them?|What is our current status against our sprint goal?|What did I work on yesterday, what am I working on today, and are there any blocks?|What is my plan to resolve my blocks and impediments?",2,"Nội dung báo cáo trong Daily Stand-up tập trung vào: Việc đã làm hôm qua, việc sẽ làm hôm nay, và các vướng mắc (blocks) đang gặp phải."
196,single_choice,"You measure story points completed vs. story points remaining for a sprint using a _________ chart.","Kanban|Workflow|Timeboxing|Burndown",3,"Sử dụng Burndown Chart để theo dõi sự biến động giữa số Story Points hoàn thành và số Story Points còn tồn đọng trong chu kỳ Sprint."
197,single_choice,"What is a sprint review?","A problem review meeting|A live demonstration meeting|A development team peer-to-peer meeting|A status meeting",1,"Sprint Review là cuộc họp Demo thực tế (Live demonstration / Playback meeting) kết quả công việc đã hoàn thành cho Stakeholders đóng góp ý kiến."
198,single_choice,"Are customers invited to the sprint review?","No. Only the development team and the scrum master participate.|Yes. The development team, product owner, scrum master, stakeholders, and customers are invited to participate.|Yes. The product owner and scrum master meet with the customer.|No. Only the development team, the scrum master, and the product owner participate.",1,"Có (Yes). Cuộc họp Sprint Review chào đón tất cả các bên liên quan bao gồm cả khách hàng (customers) tham gia nghiệm thu và đưa ra phản hồi."
199,single_choice,"Select the correct statement regarding the sprint retrospective.","It is an opportunity for the product owner to give the team feedback.|It is an opportunity for team members to reflect on the sprint and speak freely about it.|It is an opportunity for the scrum master to evaluate the team.|It is an opportunity for the team to reflect on the scope of the project.",1,"Sprint Retrospective là không gian mở để các thành viên nhìn lại cả kỳ Sprint vừa qua, thoải mái chia sẻ ý kiến để cải tiến quy trình làm việc."
200,single_choice,"Which of the following is a key question to ask during the sprint retrospective?","What is our team's story point average?|What should we change going forward?|How can we maintain our velocity going forward?|Do we have healthy team members?",1,"Một trong ba câu hỏi cốt lõi của buổi Retro là: Chúng ta nên thay đổi/cải tiến điều gì cho kỳ Sprint tiếp theo? (What should we change going forward?)"
201,single_choice,"Which of these metrics measure how long it takes from idea to production?","Mean lead time|Mean time to recover from change|Change failure rate|Release frequency",0,"Mean Lead Time đo lường khoảng thời gian từ khi bắt đầu phát sinh ý tưởng/yêu cầu tính năng cho đến khi nó được triển khai hoàn tất trên môi trường Production."
202,single_choice,"Select the statement that describes an end of sprint activity.","Give developers credit for finished stories, but not for unfinished stories.|Adjust your current milestone and your velocity charts.|Move stories from the done column to the closed column.|Move unfinished stories to the next sprint.",2,"Hoạt động kết thúc Sprint bao gồm việc chuyển các User Story đã hoàn thành từ cột 'Done' sang cột 'Closed' và đóng Milestone của Sprint hiện tại."
203,single_choice,"Which answer best describes an Agile team?","Planned|Controlled|Flexible|Procedural",2,"Nhóm Agile mang đặc tính linh hoạt (Flexible), tự tổ chức (Self-organizing) và thích ứng cao với sự thay đổi thay vì cứng nhắc theo quy trình."
204,single_choice,"Which of these software development approaches emphasizes adaptive planning, and values individuals and interactions over processes and tools?","Waterfall|Agile|Kanban|Extreme Programming",1,"Agile đề cao việc lập kế hoạch thích ứng (Adaptive planning) và tôn trọng giá trị của cá nhân và sự tương tác hơn là quy trình và công cụ."
205,single_choice,"What is a minimum viable product?","The result of each phase of a project|A single syntax that developers and stakeholders understand|The cheapest and easiest thing you can build to test your value hypothesis|A product built in increments",2,"MVP (Minimum Viable Product) là phiên bản đơn giản nhất và tiết kiệm nhất có thể xây dựng nhằm kiểm chứng giả thuyết giá trị của sản phẩm."
206,single_choice,"Every sprint should have _________.","completion of all items in the backlog|several iterations through the design, code, test, and deploy cycle|a clearly stated goal|a three-week duration",2,"Mỗi Sprint cần phải có một mục tiêu rõ ràng (Sprint Goal) để cả nhóm cùng định hướng và tập trung hoàn thành."
207,single_choice,"What are the three roles in a scrum team?","Scrum master, product owner, development team|Project manager, software architect, developers|Collaborators, observers, team members|Project manager, business analyst, developers",0,"Ba vai trò chuẩn trong một Scrum Team là: Scrum Master, Product Owner và Development Team."
208,single_choice,"Why is the daily Scrum meeting called a \"stand-up\"?","New ideas are introduced, or \"stood up.\"|Various team members stand up when they give a status report.|The meeting is conducted with people standing.|The leader always stands to address the team members.",2,"Cuộc họp gọi là Stand-up vì mọi người đứng khi tham dự, giúp giới hạn thời gian (Timebox) trong vòng 15 phút và giữ cho nhóm tập trung."
209,single_choice,"Which of the following would be considered a problem in a Scrum health check?","The product owner, team members, and scrum master are identified and accountable.|There is a sprint backlog, and the teams are self-managing.|There is an ordered product backlog.|Work is organized in consecutive sprints of 8-12 weeks.",3,"Sprint kéo dài từ 8-12 tuần là quá dài; trong Scrum một Sprint tiêu chuẩn chỉ nên kéo dài từ 1 đến 4 tuần (phổ biến nhất là 2 tuần)."
210,single_choice,"Select the correct statement regarding the roles of product owner and scrum master.","The scrum master focuses on coaching.|The product owner focuses on assigning work.|The product owner focuses on facilitation.|The scrum master focuses on business and budget.",0,"Scrum Master tập trung vào việc khai vấn (Coaching) và tháo gỡ trở ngại cho nhóm, còn Product Owner tập trung vào tầm nhìn và giá trị kinh doanh."
211,single_choice,"What is a kanban board?","A type of waterfall chart depicting the phases of the project.|A method for tracking planned items and showing progress as items are moved across the board.|Colored sticky notes, placed on a board primarily to highlight problem areas.|A kanban board is made up of multiple project management tools.",1,"Bảng Kanban là phương pháp theo dõi tiến độ công việc bằng cách di chuyển các thẻ công việc qua các cột trạng thái từ kế hoạch đến hoàn thành."
212,single_choice,"Select the correct statement regarding kanban pipelines.","A kanban board is made of multiple pipelines.|The new issues pipeline is for storing items you will do in the next two weeks.|The sprint backlog is followed by the icebox.|Items that reach the done column are considered accepted by the product owner.",0,"Bảng Kanban được cấu thành từ nhiều đường ống/cột trạng thái (Pipelines/Columns) nối tiếp nhau đại diện cho quy trình công việc."
213,single_choice,"\"As a customer, I need some functionality, so that we will gain some business benefit\" is a description of","A done increment|A gherkin syntax|An epic story|A user story",3,"Đây là cấu trúc câu định dạng tiêu chuẩn của một User Story: As a <role>, I need <functionality>, so that <benefit>."
214,single_choice,"Select the correct statement regarding product backlog.","Putting items in the icebox creates clutter in the product backlog.|Epic stories are automatically put first in the product backlog.|The product backlog is ordered by importance or business value.|The stories at the bottom of the backlog are the most detailed.",2,"Product Backlog luôn được sắp xếp theo thứ tự ưu tiên dựa trên mức độ quan trọng hoặc giá trị kinh doanh (Business value) mang lại."
215,single_choice,"Who has the key role at the backlog refinement meeting?","The scrum master has the key role of technical assistance.|The lead architect has the key role of technical assistance.|The product owner has the key role of refining the backlog.|The development team has the key role of refining the backlog.",2,"Product Owner giữ vai trò chính trong buổi họp Backlog Refinement để làm mịn, làm rõ và sắp xếp thứ tự ưu tiên các công việc."
216,single_choice,"Select the correct statement regarding the daily stand-up.","The scrum master and product owner describe what is blocking the team.|The development team members each briefly report on their work.|Primarily, the product owner answers questions.|Primarily, a project status is delivered by the scrum master.",1,"Mọi thành viên trong nhóm phát triển (Development Team) sẽ báo cáo ngắn gọn công việc của mình cho cả nhóm nắm thông tin."
217,single_choice,"What is the purpose of a burndown chart?","It measures story points completed vs. story points remaining for a sprint.|It helps the team see impediments.|It predicts product quality.|It measures customer satisfaction.",0,"Burndown Chart dùng để theo dõi số lượng Story Points đã hoàn thành so với số Story Points còn lại trong một kỳ Sprint."
218,single_choice,"What are the three questions that need to be answered at the sprint retrospective?","Is the product owner pushing too hard? The scrum master? Other team members?|Are we practicing good habits? Are we checking our work? Are we being accountable?|What were our mistakes? Who made them? How can we fix them?|What went well? What did not go well? What should we change?",3,"Ba câu hỏi chuẩn trong Sprint Retrospective: Điều gì đã làm tốt? Điều gì chưa làm tốt? Chúng ta nên thay đổi điều gì cho kỳ sau?"
219,single_choice,"What is a sprint review?","A status meeting|A review of problem stories|A live demonstration meeting|A time to review how sprints are conducted",2,"Sprint Review là cuộc họp Demo thực tế (Live demonstration) phần tăng trưởng sản phẩm vừa hoàn thành cho các bên liên quan xem và đóng góp ý kiến."
220,single_choice,"What is a sprint retrospective?","An opportunity to demonstrate how well the products and increments are working|An opportunity for team members to reflect on the sprint and measure the health of the process|An opportunity for the product owner and the scrum master to evaluate the team|An opportunity for the product owner and the scrum master to give the team feedback",1,"Sprint Retrospective là cơ hội để cả nhóm nhìn lại kỳ Sprint vừa qua và đánh giá, cải tiến quy trình làm việc cho khỏe mạnh và hiệu quả hơn."
221,single_choice,"Which of these metrics measures how quickly the team can recover from failure?","Release frequency|Mean time to recovery|Change failure rate|Mean lead time",1,"MTTR (Mean Time To Recovery) đo lường tốc độ trung bình mà hệ thống hoặc nhóm có thể khôi phục lại trạng thái bình thường sau khi gặp sự cố."
222,single_choice,"Select the statement that describes an end of sprint activity.","Unfinished stories are moved to the next sprint.|Stories are moved from the done column to the closed column.|Put work done on the velocity of the next sprint.|Completed stories are unassigned from the sprint milestone.",1,"Sau khi Sprint kết thúc, các câu chuyện đã hoàn thành được chuyển từ cột 'Done' sang cột 'Closed' để chính thức đóng công việc."

223,single_choice,"Select the statement that is an example of \"Technology is the enabler of innovation.\"","Uber used GPS, electronic payments, and smartphones to develop a new business model.|Garmin continued making GPS navigators to beat their competitors as GPS became widely available.|Netflix created, built, and sustained their company via DVD technology.|Blockbuster used DVD technology to build an entertainment industry.",0,"Uber đã tận dụng các công nghệ có sẵn (GPS, ví điện tử, smartphone) để sáng tạo ra mô hình kinh doanh đặt xe công nghệ hoàn toàn mới."
224,single_choice,"John Allspaw delivered his \"10+Deploys Per Day-Dev and Ops Cooperation at Flickr\" presentation in 2009 at the","Velocity Conference|DevOpsDays conference|DevOps Enterprise Summit|Etsy's deploy to production meeting",0,"John Allspaw đã trình bày bài diễn thuyết lịch sử '10+ Deploys per day' tại hội thảo Velocity Conference năm 2009."
225,single_choice,"Select the correct statement regarding DevOps.","DevOps is primarily a combination of the Dev team and the Ops team into one team.|DevOps is a cultural change in which Dev and Ops work together.|DevOps is deploying monolithic applications 10 times per day.|DevOps is primarily about automation by DevOps engineers.",1,"Bản chất tối thượng của DevOps là sự thay đổi về mặt văn hóa (Cultural change) giúp nhóm Dev và Ops hợp tác chặt chẽ với nhau."
226,single_choice,"Which of the following characterizes the Waterfall approach?","An iterative approach with tighter and tighter feedback loops|Phases with entrance and exit criteria with no provision for change|Teams working together, aware of their impact on each other|Valuing individual and interactions over processes and tools",1,"Mô hình Waterfall đặc trưng bởi các giai đoạn tuần tự với tiêu chí bắt đầu/kết thúc nghiêm ngặt và không hỗ trợ việc quay lại thay đổi."
227,single_choice,"Who attended the Agile Infrastructure \"Birds of a Feather\" meeting in 2008 and started DevOpsDays in 2009?","Jez Humble|Patrick Debois|Bridget Kromhout|Gene Kim",1,"Patrick Debois đã tham dự buổi gặp 'Birds of a Feather' năm 2008 và sau đó sáng lập hội thảo DevOpsDays vào năm 2009."
228,single_choice,"The book The DevOps Handbook focuses on","Principles of rapid, incremental delivery|A manufacturing plant that was about to fail|An IT department that was having problems|Companies that had adopted DevOps and what did and did not work",3,"Cuốn 'The DevOps Handbook' tập trung phân tích thực tế từ các công ty đã áp dụng DevOps — những điều thành công và những bài học thất bại."
229,single_choice,"Which of these companies failed to innovate regarding their technology in the face of competition?","Garmin|Blockbuster|Uber|Netflix",1,"Blockbuster đã thất bại trong việc đổi mới công nghệ khi vẫn bám lấy mảng cho thuê đĩa DVD thay vì chuyển sang mô hình Streaming như Netflix."
230,single_choice,"John Allspaw is noted for which of the following?","Rapid deploys at Flickr|Implementing Netflix streaming services|Rapid deploys at Etsy|Creating the DevOps Enterprise Summit",0,"John Allspaw nổi tiếng với việc triển khai hạ tầng cho phép triển khai phần mềm siêu tốc (Rapid deploys) tại Flickr."
231,single_choice,"What is DevOps?","DevOps is primarily adopting tools and procedures used by DevOps engineers for Dev and Ops.|DevOps is primarily using virtual machines whenever possible for the fastest deployment.|DevOps is primarily deploying ever larger monolithic applications that are all or nothing at deploy.|DevOps is primarily a recognition that Dev and Ops must work together during the entire development life cycle.",3,"DevOps nhận thức rằng Dev và Ops phải làm việc cùng nhau trong suốt toàn bộ vòng đời phát triển phần mềm (Development life cycle)."
232,single_choice,"DevOps has three dimensions. Which is considered the most important?","Methods|Agility|Tools|Culture",3,"DevOps gồm 3 khía cạnh: Culture (văn hóa), Methods (phương pháp) và Tools (công cụ). Trong đó Văn hóa (Culture) là quan trọng nhất."
233,single_choice,"Which of these is an essential change that Dev and Ops must make to achieve success with DevOps?","Use the right software tools.|Hire Ops engineers to automate.|Stop working in silos and work together.|Deploy monolithic applications rapidly and continuously.",2,"Thay đổi cốt lõi để áp dụng DevOps thành công là phá bỏ các rào cản cô lập (Silos) và bắt đầu hợp tác làm việc cùng nhau."
234,single_choice,"The essential characteristics of DevOps include","Silos, virtual machines, and Service Oriented Architecture|Language, values, and stories|Automated pipelines, microservices, and containers|Waterfall, monoliths, and physical servers",2,"Các đặc trưng kỹ thuật cơ bản của DevOps bao gồm: đường ống tự động (Automated pipelines), kiến trúc Microservices và công nghệ Containers."
235,single_choice,"When did DevOps begin?","When the book, The Phoenix Project, was written.|When the book, The DevOps Handbook, was written.|When Patrick Debois and Andrew Clay Shafer met at the \"Birds of a Feather\" meeting.|When the first State of DevOps report was written.",2,"Lịch sử DevOps được tính từ mốc cuộc gặp gỡ giữa Patrick Debois và Andrew Clay Shafer tại sự kiện 'Birds of a Feather' năm 2008."
236,single_choice,"This book, published in 2016 by John Willis, Patrick Debois, Gene Kim, and Jez Humble, looked at companies that had adopted DevOps and what did and did not work.","The DevOps Handbook|The Phoenix Project|The Goal|Continuous Delivery",0,"Cuốn sách 'The DevOps Handbook' xuất bản năm 2016 đúc kết kinh nghiệm triển khai DevOps tại nhiều doanh nghiệp thực tế."
237,single_choice,"Which of the following describes Extreme Programming (XP), developed by Kent Beck?","Every phase has entrance and exit criteria, with no provision for change.|An iterative approach with tighter and tighter feedback loops.|Valuing individuals and interactions over process and tools.|Going around information technology (IT) to meet your IT needs.",1,"Extreme Programming (XP) là phương pháp phát triển lặp (Iterative approach) với các vòng phản hồi (Feedback loops) ngày càng ngắn và chặt chẽ."
238,single_choice,"Who was the DevOpsDays lead from 2015 to 2020?","Gene Kim|Patrick Debois|Bridgett Kromhout|Nicole Forsgren",2,"Bridgett Kromhout giữ vai trò trưởng ban tổ chức (Lead) của chuỗi hội thảo DevOpsDays từ năm 2015 đến năm 2020."
239,single_choice,"Which of these is typical of traditional thinking?","Rebuilding 100% of the code to get the 20% change you need|Internal sourcing and sharing code|Behavior driven development (BDD) and test driven development (TDD)|Merging pull requests or rejecting a pull request if it does not match your standards",0,"Tư duy truyền thống lãng phí ở chỗ phải build lại toàn bộ 100% mã nguồn chỉ để cập nhật 20% lượng thay đổi nhỏ."
240,single_choice,"Which of these is part of minimum viable product (MVP)?","The cheapest thing you can build|Waterfall and physical servers|Should I pivot or persevere?|Failure that is punished",2,"Trong mô hình MVP của Lean Startup, sau khi thử nghiệm sản phẩm, doanh nghiệp phải đưa ra quyết định: Thay đổi hướng đi (Pivot) hay Tiếp tục kiên trì (Persevere)."
241,single_choice,"Which of the following is the likely result of an automated pipeline WITHOUT automated test cases?","Experiencing failures less often|Overcoming vulnerabilities|Bugs pushed to production faster|Coding faster, with confidence",2,"Đường ống tự động hóa (Automated pipeline) nếu thiếu kiểm thử tự động (Automated testing) sẽ chỉ khiến các lỗi (Bugs) bị đẩy lên môi trường Production nhanh hơn."
242,single_choice,"Select the correct description of behavior driven development (BDD).","Tools targeting a BDD approach increase the cost|Ensuring that each component is working correctly|Describes the behavior of the system from the outside in|Uses a highly specific technical syntax",2,"Behavior Driven Development (BDD) tập trung mô tả hành vi của hệ thống từ ngoài vào trong (from the outside in) dựa trên góc nhìn của người dùng."
243,single_choice,"Cloud native architecture has to do with","coordinating with people outside your team to make changes|services with a hidden state, maintained in one database|leveraging microservices|leveraging monolithic architecture",2,"Kiến trúc Cloud Native khai thác sức mạnh tối đa của kiến trúc vi dịch vụ (Microservices)."
244,single_choice,"Which of these patterns has to do with monitoring for failure up to a certain limit or threshold?","Circuit breaker patterns|Retry patterns|Monkey testing|Bulkhead patterns",0,"Circuit Breaker Pattern (mô hình ngắt mạch) sẽ tự động ngắt kết nối khi số lượng lỗi vượt quá một ngưỡng (threshold) nhất định để tránh sập toàn bộ hệ thống."
245,single_choice,"Which of these is associated with social coding, rather than traditional thinking?","Working in silos|Sharing code|Using private repositories|Putting all the work in a development branch",1,"Social Coding khuyến khích việc chia sẻ mã nguồn công khai (Sharing code) và tái sử dụng code lẫn nhau trong cộng đồng/tổ chức."
246,single_choice,"Select the correct statement regarding small batches.","Working in small batches minimizes waste.|Working in small batches results in less feedback than large batches.|Working in small batches takes more time than working in large batches.|Working in small batches came from the Agile Manifesto.",0,"Làm việc theo từng lô nhỏ (Small batches) giúp phát hiện lỗi sớm, nhận phản hồi nhanh và giảm thiểu tối đa lãng phí (waste)."
247,single_choice,"Which of these is associated with minimum viable product (MVP)?","Building in increments|An iterative process between developers and the customer|Giving the customer exactly what they originally asked for|Additional features with bells and whistles",1,"Xây dựng MVP là quá trình lặp đi lặp lại (Iterative process) giữa đội ngũ phát triển và phản hồi thực tế từ khách hàng."
248,single_choice,"What is the Red, Green, Refactor workflow?","Ensuring that no one can call the code (red), then deciding how you want to call the code (green)|Avoiding code failure (red) by writing the most refined, error-free code (green)|Writing code first (red), then writing a test for it (green)|Writing a failing test case (red), then writing enough code to make the unit test pass (green)",3,"Luồng Red-Green-Refactor trong TDD: Viết test case thất bại trước (Red), sau đó viết vừa đủ code để test case vượt qua (Green), cuối cùng tối ưu code (Refactor)."
249,single_choice,"What is behavior driven development (BDD)?","Testing the functions of the system to build it right|Ensuring that each component is working correctly|Focusing on the system as observed from the outside|Ensuring that each feature performs a specific task",2,"BDD tập trung vào việc quan sát và định nghĩa hành vi hệ thống từ góc nhìn bên ngoài (business outcomes)."
250,single_choice,"Select the statement that correctly describes Gherkin.","Exploring the problem domain and collaborating to produce a solution|Thinking from the inside out|Specific technical language for writing tests|A natural language syntax for defining acceptance criteria",3,"Gherkin là cú pháp ngôn ngữ tự nhiên (Given-When-Then) dùng để viết các tiêu chí nghiệm thu (Acceptance criteria) mà cả Dev, QA và Business đều hiểu được."
251,single_choice,"Which of these is true of a monolith, rather than microservices?","Multiple instances are split out.|Each function would have its own database and keep track of its own state.|Scaling is done independently.|Changing a customer table would require coordinating with people on other teams.",3,"Với kiến trúc Monolith (khối monolith duy nhất), chỉnh sửa một bảng dữ liệu chung đòi hỏi phải họp bàn phối hợp phức tạp với nhiều nhóm khác."
252,single_choice,"Select the correct statement regarding stateless microservices.","Stateless microservices are simply threads, not full processes.|Stateless microservices are frequently and easily debugged and patched.|Stateless microservices each maintain their own state in separate databases.|Stateless microservices maintain a hidden state.",1,"[Đã đính chính] Stateless Microservices không lưu trạng thái cục bộ nên rất dễ dàng thay thế, khắc phục lỗi (debugged) và vá lỗi/triển khai lại (patched/re-deployed)."
253,single_choice,"What is monkey testing?","Deliberately killing services to see how other services are affected|A test that isolates failing services to limit the scope of failure|A test that monitors for failure up to a limit before it trips|Avoiding failure at all costs",0,"Monkey Testing (như Chaos Monkey) là việc chủ động ngắt/hủy các dịch vụ để kiểm tra xem hệ thống chịu lỗi và hồi phục như thế nào."
254,single_choice,"Select the correct statement regarding the bulkhead pattern.","Bulkhead patterns isolate failing services to limit the scope of failure.|Bulkhead patterns monitor up to a limit and trip if they detect failure.|Bulkhead patterns are designed to detect a problem and trip to avoid catastrophic failure.|Bulkhead patterns are used to deliberately kill services for testing.",0,"Bulkhead Pattern (vách ngăn) cô lập các dịch vụ bị lỗi để rủi ro không lan rộng sang các thành phần khác của hệ thống."
255,single_choice,"What is Taylorism?","When workers build individually crafted products|Pioneering efforts at automated systems|When workers, not managers, determine how work is to be done|Applying science to management, leading to the factory assembly line",3,"Thuyết Taylorism áp dụng khoa học vào quản lý lao động, dẫn đến sự ra đời của dây chuyền sản xuất công nghiệp tập trung vào hiệu suất từng công đoạn."
256,single_choice,"What is considered best practice in software engineering that is different from civil engineering?","It is a best practice in software engineering to have multiple handoffs that lead to bottlenecks.|It is a best practice in software engineering for the same team to build and maintain the product.|It is a best practice in software engineering to complete a project and have the members of the team move on and hand off to another team.|It is a best practice in software engineering to finish one process before the next can begin.",1,"Trong Software Engineering hiện đại, một nhóm nên vừa xây dựng vừa trực tiếp bảo trì sản phẩm ('You build it, you run it'), khác với ngành xây dựng cầu đường."
257,single_choice,"Which of the following describes traditional operations instead of DevOps?","One-of-a-kind infrastructure is built once and maintained.|Deployment is automated to all environments.|Processes are re-engineered for high volume and rapid throughput of changes.|Builds are repeatable, leveraging Infrastructure as Code.",0,"Vận hành truyền thống (Traditional Ops) có xu hướng tự dựng hạ tầng đơn lẻ thủ công một lần rồi tìm cách duy trì nó lâu dài."
